297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5844;Lanišće;52232;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5845;Lazarići;52232;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5846;Letaj;52233;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5847;Nova Vas;52233;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5848;Plomin;52234;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5849;Plomin Luka;52234;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5851;Polje Čepić              ;52232;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5850;Potpićan                 ;52333;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5852;Purgarija Čepić          ;52232;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5854;Stepčići;52234;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5855;Šušnjevica;52233;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5856;Veljaki;52232;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5857;Vozilići;52234;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5858;Zagorje;52234;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5859;Zankovci;52233;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5860;Zatka Čepić              ;52232;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5861;Bartići;52220;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5862;Breg;52220;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5863;Duga Luka;52220;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5864;Gondolići;52220;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5865;Gora Glušići;52220;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5866;Kapelica;52220;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5867;Kranjci;52220;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5868;Labin;52220;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5869;Marceljani;52220;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5870;Presika;52220;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5871;Rabac;52221;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5872;Ripenda Kosi;52220;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5873;Ripenda Kras;52220;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5874;Ripenda Verbanci;52220;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5875;Rogočana;52220;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5876;Salakovci;52220;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5877;Vinež;52220;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5878;Brest;52420;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5879;Brgudac;52422;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5880;Dane;52420;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5881;Jelovice;52420;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5882;Klenovšćak               ;52420;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5883;Kropinjak;52420;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5884;Lanišće;52422;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5885;Podgaće                  ;52422;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5886;Prapoće                  ;52422;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5887;Račja Vas;52422;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5888;Rašpor;52422;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5889;Slum;52420;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5890;Trstenik;52420;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5891;Vodice;52420;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5892;Jadreški;52100;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5893;Ližnjan;52203;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5894;Muntić;52206;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5895;Šišan;52100;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5896;Valtura;52100;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5897;Boljun;52434;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5898;Boljunsko Polje;52434;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5899;Brest pod Učkom;52426;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5900;Dolenja Vas;52426;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5901;Lesišćina;52426;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5902;Lupoglav;52426;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5903;Semić;52426;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5904;Vranja;52434;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5905;Belavići;52207;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5906;Bratulići;52207;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5907;Cokuni;52208;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5908;Divšići;52206;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5909;Filipana;52206;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5910;Hreljići;52207;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5911;Kavran;52208;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5912;Krnica;52208;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5913;Kujići;52207;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5914;Loborika;52206;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5915;Mali Vareški;52208;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5916;Marčana;52206;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5917;Mutvoran;52208;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5918;Orbanići;52206;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5919;Pavićini;52208;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5920;Peruški;52208;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5921;Pinezići                 ;52206;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5922;Prodol;52208;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5923;Rakalj;52208;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5924;Šarići;52206;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5925;Šegotići;52208;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5926;Veliki Vareški;52208;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5927;Banjole;52100;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5928;Medulin;52203;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5931;PJEŠČANA UVALA;52100;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5929;Pomer;52100;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5930;Premantura;52100;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5932;VALBONAŠA;52100;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5933;VINKURAN;52100;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5934;VINTIJAN;52100;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5935;Brkač;52424;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5936;Kaldir;52424;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5937;Motovun;52424;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5938;Sveti Bartol;52424;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5939;Antenal;52466;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5940;Bužinija;52466;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5941;Dajla;52466;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5942;Mareda;52466;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5943;Novigrad;52466;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5944;Bencani;52428;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5945;Čepić;52428;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5946;Golubići;52427;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5947;Gradinje;52427;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5948;Ipši;52427;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5949;Krajići;52428;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5950;Livade;52427;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5951;Oprtalj;52428;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5952;Pirelići;52427;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5953;Sveta Lucija;52428;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5954;Sveti Ivan;52428;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5955;Šorgi;52428;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5956;Vižintini;52428;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5957;Vižintini Vrhi;52429;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5958;Zrenj;52428;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5959;Žnjidarići;52428;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5960;Beram;52000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5961;Bertoši;52000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5962;Brajkovići;52000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5963;Butoniga;52000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5964;Grdoselo;52000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5965;Heki;52000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5966;Ježenj;52000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5967;Kašćerga;52000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5968;Kršikla;52000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5969;Lindar;52000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5970;LOVRIN;52000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5971;Pazin;52000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5972;Trviž;52000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5973;Vela Traba;52000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5974;Zabrežani;52000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5975;ZAMASK;52000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5976;Zamaski Dol;52000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5977;Zarečje;52000;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5978;Grobnik;52233;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5979;Jakomići;52333;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5980;Krbune;52402;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;7549;Krbune;52333;;False
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5981;Kukurini;52332;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5982;Montovani                ;52332;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5983;Orič                     ;52332;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5984;Pićan;52332;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5985;Sveta Katarina;52332;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5986;Tupljak;52333;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5987;Zajci;52333;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5988;Antonci;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5989;Baderna;52445;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5990;Banki;52445;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5991;Bašarinka;52449;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5992;Blagdanići;52446;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5993;Bonaci;52445;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5994;Bratovići;52445;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5995;Brčići;52446;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5996;Buići;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5997;Cancini;52446;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5998;Červar-Porat             ;52449;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;5999;Črvar;52449;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6000;Čuši;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6001;Dekovići;52446;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6002;Dračevac;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6003;Filipini;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6005;Fuškulin;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6006;Garbina;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6008;JAKIĆI GORINJI;52448;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6009;Jasenovica;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6010;Jehnići;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6011;Jurići;52445;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6012;Kadumi;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6013;Katun;52445;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6014;Kirmenjak;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6015;Kosinožići;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6016;Kukci;52446;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6017;Ladrovići;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6018;Matulini;52445;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6019;Mičetići;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6020;Mihatovići;52446;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6021;Mihelići;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6022;Montižana;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6023;Mugeba;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6024;Mušalež;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6025;Nova Vas;52446;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6027;Poreč;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6028;Radmani;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6029;Radoši kod Žbandaja;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6030;Rakovci;52445;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6032;Rupeni;52445;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6033;Ružići;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6034;Starići;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6035;Stranići kod Nove Vasi   ;52446;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6036;Šeraje;52448;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6037;Štifanići;52445;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6038;Šušnjići;52448;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6041;Valkarin;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6042;Veleniki;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6043;Vrvari;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6044;Vržnaveri                ;52446;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6045;Žbandaj;52440;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6046;Pula;52100;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;7545;Pula;52104;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;7546;Pula;52105;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;7547;Pula;52106;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;7548;Pula;52107;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6047;Barbići;52220;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6048;Brgod;52224;;True
297;Hrvatska;Croatia;Republika Hrvatska;Republic of Croatia (the);191;;True;5;ISTARSKA;;True;6049;Brovinje;52222;;True
